State,State Code,Year,Year Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
Kansas,20,2020,2020,490,2913805,16.81649939,17.42999655,0.000526543
Kentucky,21,1999,1999,196,4018053,4.877984437,4.845913689,0.000210617
Kentucky,21,2000,2000,241,4041769,5.962735624,5.91318176,0.000258973
Kentucky,21,2001,2001,345,4068132,8.480550779,8.438579765,0.000370729
Kentucky,21,2002,2002,425,4089875,10.39151563,10.42428508,0.000456696
Kentucky,21,2003,2003,559,4117170,13.57728731,13.56282607,0.000600689
Kentucky,21,2004,2004,524,4146101,12.63838001,12.74208612,0.000563079
Kentucky,21,2005,2005,637,4182742,15.22924436,15.32064158,0.000684506
Kentucky,21,2006,2006,726,4219239,17.20689442,17.33008438,0.000780144
Kentucky,21,2007,2007,708,4256672,16.63271213,16.69689369,0.000760801
Kentucky,21,2008,2008,764,4289878,17.80936428,17.94292029,0.000820977
Kentucky,21,2009,2009,768,4317074,17.78982709,17.93509181,0.000825276
Kentucky,21,2010,2010,1007,4339367,23.20614965,23.57087772,0.0010821
Kentucky,21,2011,2011,1057,4369356,24.19120804,24.9734743,0.001135829
Kentucky,21,2012,2012,1078,4380415,24.60954042,24.96474301,0.001158395
Kentucky,21,2013,2013,1019,4395295,23.18388186,23.68488919,0.001094995
Kentucky,21,2014,2014,1076,4413457,24.3799815,24.71822738,0.001156246
Kentucky,21,2015,2015,1272,4425092,28.74516507,29.87900072,0.001366863
Kentucky,21,2016,2016,1418,4436974,31.95871781,33.52220623,0.001523751
Kentucky,21,2017,2017,1566,4454189,35.15791539,37.22163529,0.001682789
Kentucky,21,2018,2018,1315,4468402,29.42886517,30.85421166,0.00141307
Kentucky,21,2019,2019,1380,4467673,30.88856324,32.51040558,0.001482917
Kentucky,21,2020,2020,2083,4477251,46.52408364,49.17550005,0.002238346
Louisiana,22,1999,1999,187,4460811,4.192062833,4.297519062,0.000200946
Louisiana,22,2000,2000,247,4468976,5.526993208,5.628174743,0.000265421
Louisiana,22,2001,2001,264,4477875,5.89565363,5.937492937,0.000283689
Louisiana,22,2002,2002,364,4497267,8.093804526,8.238445323,0.000391146
Louisiana,22,2003,2003,535,4521042,11.83355519,12.1083637,0.000574899
Louisiana,22,2004,2004,536,4552238,11.77442831,12.05315814,0.000575974
Louisiana,22,2005,2005,660,4576628,14.4210978,14.70245725,0.000709221
Louisiana,22,2006,2006,703,4302665,16.33871101,16.48229366,0.000755428
Louisiana,22,2007,2007,808,4375581,18.46611913,18.8327049,0.000868259
Louisiana,22,2008,2008,646,4435586,14.56402829,14.85562279,0.000694177
Louisiana,22,2009,2009,583,4491648,12.97964578,13.1116993,0.000626479
Louisiana,22,2010,2010,591,4533372,13.03665351,13.17472551,0.000635076
Louisiana,22,2011,2011,597,4574836,13.04964812,13.40225791,0.000641523
Louisiana,22,2012,2012,565,4601893,12.27755621,12.30647756,0.000607136
Louisiana,22,2013,2013,808,4625470,17.46849509,17.74971474,0.000868259
Louisiana,22,2014,2014,775,4649676,16.66782804,16.81220247,0.000832798
Louisiana,22,2015,2015,861,4670724,18.43397298,19.03853563,0.000925212
Louisiana,22,2016,2016,991,4681666,21.16767834,21.69805617,0.001064907
Louisiana,22,2017,2017,1108,4684333,23.65331414,24.50277962,0.001190632
Louisiana,22,2018,2018,1138,4659978,24.42071615,25.38061339,0.00122287
Louisiana,22,2019,2019,1264,4648794,27.18984752,28.26692353,0.001358266
Louisiana,22,2020,2020,1892,4645318,40.72918151,42.57625072,0.002033101
Maine,23,1999,1999,67,1266808,5.288883556,5.270645212,7.19967E-05
Maine,23,2000,2000,61,1274923,4.784602678,4.778201182,6.55493E-05
Maine,23,2001,2001,85,1285692,6.611225706,6.489329376,9.13391E-05
Maine,23,2002,2002,139,1295960,10.72563968,10.93834981,0.000149366
Maine,23,2003,2003,133,1306513,10.17976859,10.28091038,0.000142919
Maine,23,2004,2004,139,1313688,10.58089897,10.86931449,0.000149366
Maine,23,2005,2005,163,1318787,12.3598428,12.42557516,0.000175156
Maine,23,2006,2006,159,1323619,12.01252022,12.02545653,0.000170858
Maine,23,2007,2007,159,1327040,11.98155293,12.36189824,0.000170858
Maine,23,2008,2008,161,1330509,12.10063216,12.22459837,0.000173007
Maine,23,2009,2009,173,1329590,13.01152987,12.74500558,0.000185902
Maine,23,2010,2010,135,1328361,10.1629,10.42214363,0.000145068
Maine,23,2011,2011,156,1328188,11.74532521,11.77730882,0.000167634
Maine,23,2012,2012,150,1329192,11.28505137,11.47430272,0.000161187
Maine,23,2013,2013,171,1328302,12.87357845,12.98828752,0.000183753
Maine,23,2014,2014,216,1330089,16.2395148,16.8384963,0.000232109
Maine,23,2015,2015,269,1329328,20.23578831,21.15717495,0.000289061
Maine,23,2016,2016,353,1331479,26.51187139,28.71441393,0.000379326
Maine,23,2017,2017,423,1335907,31.66388079,34.27819238,0.000454546
Maine,23,2018,2018,345,1338404,25.77697018,27.94414312,0.000370729
Maine,23,2019,2019,371,1344212,27.59981313,29.91743788,0.000398668
Maine,23,2020,2020,496,1350141,36.73690378,39.70202903,0.000532991
Maryland,24,1999,1999,627,5254509,11.93260874,11.39864205,0.00067376
Maryland,24,2000,2000,621,5296486,11.72475487,11.25095935,0.000667313
Maryland,24,2001,2001,636,5374691,11.83323841,11.42585996,0.000683432
Maryland,24,2002,2002,723,5440389,13.28949088,12.88418862,0.00077692
Maryland,24,2003,2003,778,5496269,14.15505682,13.7611768,0.000836022
Maryland,24,2004,2004,674,5546935,12.15085448,11.81263094,0.000724265
Maryland,24,2005,2005,655,5592379,11.71236785,11.42902469,0.000703848
Maryland,24,2006,2006,762,5627367,13.54096863,13.16549717,0.000818828
Maryland,24,2007,2007,767,5653408,13.56703779,13.19713718,0.000824201
Maryland,24,2008,2008,692,5684965,12.17245841,11.73442787,0.000743608
Maryland,24,2009,2009,743,5730388,12.96596321,12.46396742,0.000798411
Maryland,24,2010,2010,650,5773552,11.2582341,10.96174424,0.000698476
Maryland,24,2011,2011,706,5828289,12.11333206,11.73096169,0.000758652
Maryland,24,2012,2012,830,5884563,14.10470072,13.67780182,0.0008919
Maryland,24,2013,2013,889,5928814,14.99456721,14.53191541,0.0009553
Maryland,24,2014,2014,1067,5976407,17.85353641,17.33690039,0.001146575
Maryland,24,2015,2015,1284,6006401,21.3771941,20.85770873,0.001379758
Maryland,24,2016,2016,2043,6016447,33.95691843,33.20652037,0.002195363
Maryland,24,2017,2017,2245,6052177,37.09409028,36.23940558,0.002412427
Maryland,24,2018,2018,2320,6042718,38.39331903,37.17101104,0.002493021
Maryland,24,2019,2019,2367,6045680,39.15192336,38.12320314,0.002543526
Maryland,24,2020,2020,2765,6055802,45.65869228,44.44986655,0.002971208
Massachusetts,25,1999,1999,487,6317345,7.708934687,7.463990337,0.000523319
Massachusetts,25,2000,2000,463,6349097,7.292375593,7.11155675,0.00049753
Massachusetts,25,2001,2001,689,6397634,10.76960639,10.48660909,0.000740384
Massachusetts,25,2002,2002,705,6417206,10.98608959,10.72259186,0.000757577
Massachusetts,25,2003,2003,823,6422565,12.81419495,12.63220828,0.000884378
Massachusetts,25,2004,2004,668,6412281,10.41750978,10.2696449,0.000717818
Massachusetts,25,2005,2005,780,6403290,12.18123808,11.97825492,0.000838171
Massachusetts,25,2006,2006,970,6410084,15.132407,14.69028139,0.001042341
Massachusetts,25,2007,2007,922,6431559,14.33556001,14.00257858,0.000990761
Massachusetts,25,2008,2008,786,6468967,12.15031704,11.9004037,0.000844618
Massachusetts,25,2009,2009,815,6517613,12.50457798,12.22214711,0.000875781
Massachusetts,25,2010,2010,737,6547629,11.25598289,10.98996111,0.000791964
Massachusetts,25,2011,2011,856,6587536,12.99423639,12.7117376,0.000919839
Massachusetts,25,2012,2012,859,6646144,12.92478767,12.73089811,0.000923062
Massachusetts,25,2013,2013,1080,6692824,16.1366861,15.98835359,0.001160544
Massachusetts,25,2014,2014,1288,6745408,19.09447138,19.03486162,0.001384056
Massachusetts,25,2015,2015,1724,6794422,25.37375512,25.66535325,0.001852572
Massachusetts,25,2016,2016,2226,6811779,32.6786879,32.97615759,0.00239201
Massachusetts,25,2017,2017,2168,6859819,31.60433242,31.75613885,0.002329685
Massachusetts,25,2018,2018,2240,6902149,32.45366045,32.74082438,0.002407054
Massachusetts,25,2019,2019,2210,6892503,32.06382355,32.08826308,0.002374817
Massachusetts,25,2020,2020,2300,6893574,33.36440575,33.81837616,0.002471529
Michigan,26,1999,1999,456,9897116,4.607402803,4.602538166,0.000490008
Michigan,26,2000,2000,559,9938444,5.624622929,5.625306025,0.000600689
Michigan,26,2001,2001,621,9991120,6.215519381,6.179826437,0.000667313
Michigan,26,2002,2002,748,10015710,7.468267352,7.454213153,0.000803784
Michigan,26,2003,2003,759,10041152,7.558893641,7.575178575,0.000815605
Michigan,26,2004,2004,867,10055315,8.622305716,8.656582855,0.000931659
Michigan,26,2005,2005,984,10051137,9.789937198,9.76127003,0.001057385
Michigan,26,2006,2006,1172,10036081,11.6778651,11.69451558,0.001259405
Michigan,26,2007,2007,1232,10001284,12.31841832,12.18139623,0.00132388
Michigan,26,2008,2008,1236,9946889,12.42599571,12.34928126,0.001328178
Michigan,26,2009,2009,1429,9901591,14.43202411,14.46502023,0.001535572
Michigan,26,2010,2010,1392,9883640,14.08388003,13.92707792,0.001495812
Michigan,26,2011,2011,1386,9876187,14.03375615,14.26162156,0.001489365
Michigan,26,2012,2012,1307,9883360,13.22424762,13.50636306,0.001404473
Michigan,26,2013,2013,1551,9895622,15.67359788,15.84165645,0.00166667
Michigan,26,2014,2014,1760,9909877,17.76005898,18.02049302,0.001891257
Michigan,26,2015,2015,1976,9922576,19.91418358,20.31494448,0.002123366
Michigan,26,2016,2016,2347,9928300,23.63949518,24.37720494,0.002522034
Michigan,26,2017,2017,2691,9962311,27.01180479,27.74987394,0.002891689
Michigan,26,2018,2018,2589,9995915,25.90058039,26.63606121,0.002782082
Michigan,26,2019,2019,2384,9986857,23.87137415,24.42344662,0.002561794
Michigan,26,2020,2020,2758,9966555,27.67255085,28.60636261,0.002963686
Minnesota,27,1999,1999,136,4873481,2.790613116,2.787562623,0.000146143
Minnesota,27,2000,2000,130,4919479,2.642556254,2.599393419,0.000139695
Minnesota,27,2001,2001,185,4982796,3.712774916,3.668496585,0.000198797
Minnesota,27,2002,2002,201,5018935,4.004833695,3.948020067,0.00021599
Minnesota,27,2003,2003,246,5053572,4.867843973,4.81030571,0.000264346
Minnesota,27,2004,2004,250,5087713,4.913799186,4.839403529,0.000268644
Minnesota,27,2005,2005,282,5119598,5.508244983,5.449950753,0.000303031
Minnesota,27,2006,2006,311,5163555,6.022982228,5.923602572,0.000334194
Minnesota,27,2007,2007,341,5207203,6.548621208,6.421481907,0.000366431
Minnesota,27,2008,2008,384,5247018,7.31844259,7.215874753,0.000412638
Minnesota,27,2009,2009,417,5281203,7.895928257,7.836249714,0.000448099
Minnesota,27,2010,2010,397,5303925,7.485022884,7.347630175,0.000426607
Minnesota,27,2011,2011,511,5344861,9.560585392,9.353610711,0.000549109
Minnesota,27,2012,2012,482,5379139,8.960541827,8.905931927,0.000517947
Minnesota,27,2013,2013,522,5420380,9.630321121,9.587944762,0.00056093
Minnesota,27,2014,2014,515,5457173,9.437120648,9.567895263,0.000553408
Minnesota,27,2015,2015,581,5489594,10.58366065,10.64701743,0.00062433
Minnesota,27,2016,2016,672,5519952,12.17401891,12.46773197,0.000722116
Minnesota,27,2017,2017,733,5576606,13.14419559,13.3412662,0.000787666
Minnesota,27,2018,2018,636,5611179,11.33451633,11.4672811,0.000683432
Minnesota,27,2019,2019,790,5639632,14.0080062,14.203125,0.000848917
Minnesota,27,2020,2020,1050,5657342,18.55995271,19.04284801,0.001128307
Mississippi,28,1999,1999,87,2828408,3.075935296,3.201247359,9.34883E-05
Mississippi,28,2000,2000,113,2844658,3.972358013,4.142425774,0.000121427
Mississippi,28,2001,2001,168,2852994,5.888550765,6.130088793,0.000180529
Mississippi,28,2002,2002,183,2858681,6.401553724,6.633770867,0.000196648
Mississippi,28,2003,2003,206,2868312,7.181924421,7.442801223,0.000221363
Mississippi,28,2004,2004,222,2889010,7.684293235,8.113474581,0.000238556
Mississippi,28,2005,2005,246,2905943,8.465410368,8.744658078,0.000264346
Mississippi,28,2006,2006,338,2904978,11.63519999,12.04884671,0.000363207
Mississippi,28,2007,2007,314,2928350,10.72276197,10.95018514,0.000337417
Mississippi,28,2008,2008,302,2947806,10.24490757,10.4822777,0.000324523
Mississippi,28,2009,2009,322,2958774,10.88288595,11.13460025,0.000346014
Mississippi,28,2010,2010,333,2967297,11.22233467,11.35180451,0.000357834
Mississippi,28,2011,2011,302,2978512,10.13929103,10.70452383,0.000324523
Mississippi,28,2012,2012,310,2984926,10.3855171,10.65933413,0.000333119
Mississippi,28,2013,2013,315,2991207,10.53086597,10.79316125,0.000338492
Mississippi,28,2014,2014,336,2994079,11.22214878,11.64814654,0.000361058
Mississippi,28,2015,2015,350,2992333,11.69655917,12.30415753,0.000376102
Mississippi,28,2016,2016,352,2988726,11.77759353,12.13245413,0.000378251
Mississippi,28,2017,2017,354,2984100,11.86287323,12.18226234,0.000380401
Mississippi,28,2018,2018,310,2986530,10.37993926,10.84665582,0.000333119
Mississippi,28,2019,2019,393,2976149,13.20498403,13.59167136,0.000422309
Mississippi,28,2020,2020,584,2966786,19.68460145,21.02986637,0.000627553
Missouri,29,1999,1999,276,5561948,4.96229019,5.012148301,0.000296583
Missouri,29,2000,2000,303,5595211,5.415345373,5.48690048,0.000325597
Missouri,29,2001,2001,349,5641142,6.186690567,6.230286915,0.000375028
Missouri,29,2002,2002,416,5674825,7.33062253,7.465034484,0.000447024
Missouri,29,2003,2003,521,5709403,9.125297338,9.280018653,0.000559855
Missouri,29,2004,2004,545,5747741,9.481986053,9.71331796,0.000585645
Missouri,29,2005,2005,606,5790300,10.46577898,10.63054017,0.000651194
Missouri,29,2006,2006,743,5842704,12.71671473,12.95017113,0.000798411
Missouri,29,2007,2007,713,5887612,12.11017302,12.22547831,0.000766174
Missouri,29,2008,2008,763,5923916,12.87999357,13.10516999,0.000819903
Missouri,29,2009,2009,858,5961088,14.39334564,14.54739665,0.000921988
Missouri,29,2010,2010,993,5988927,16.5805995,16.96227912,0.001067056
Missouri,29,2011,2011,953,6010688,15.85509013,16.22884163,0.001024073
Missouri,29,2012,2012,931,6021988,15.46001088,15.96144588,0.001000432
Missouri,29,2013,2013,1016,6044171,16.80958398,17.31096062,0.001091771
Missouri,29,2014,2014,1056,6063589,17.41542839,18.03127014,0.001134754
Missouri,29,2015,2015,1055,6083672,17.34150033,17.68129458,0.00113368
Missouri,29,2016,2016,1362,6093000,22.35352043,23.45872794,0.001463575
Missouri,29,2017,2017,1361,6113532,22.26209007,23.26402194,0.0014625
Missouri,29,2018,2018,1608,6126452,26.24683912,27.42890242,0.001727921
Missouri,29,2019,2019,1570,6137428,25.58074816,26.63840172,0.001687087
Missouri,29,2020,2020,1860,6151548,30.23629174,31.84010251,0.001998715
Montana,30,1999,1999,41,897507,4.568209496,4.58281055,4.40577E-05
Montana,30,2000,2000,41,902195,4.544472093,4.539611749,4.40577E-05
Montana,30,2001,2001,56,906961,6.174466157,6.232212757,6.01764E-05
Montana,30,2002,2002,76,911667,8.336377208,8.416793199,8.16679E-05
Montana,30,2003,2003,92,919630,10.00402336,10.42639828,9.88612E-05
Montana,30,2004,2004,98,930009,10.53753243,10.91527404,0.000105309
Montana,30,2005,2005,96,940102,10.21165788,10.12054997,0.000103159
Montana,30,2006,2006,96,952692,10.07670895,10.14834688,0.000103159
Montana,30,2007,2007,125,964706,12.95731549,12.75836478,0.000134322
Montana,30,2008,2008,134,976415,13.72367282,14.07231903,0.000143993
Montana,30,2009,2009,142,983982,14.43115829,14.64042481,0.00015259
Montana,30,2010,2010,118,989415,11.92623924,12.88078733,0.0001268
Montana,30,2011,2011,141,998199,14.12543992,14.3899177,0.000151515
Montana,30,2012,2012,118,1005141,11.73964648,11.91451946,0.0001268
Montana,30,2013,2013,137,1015165,13.49534312,14.45571586,0.000147217
Montana,30,2014,2014,125,1023579,12.21205203,12.38263279,0.000134322
Montana,30,2015,2015,137,1032949,13.2629975,13.70307269,0.000147217
Montana,30,2016,2016,118,1042520,11.3187277,11.55556894,0.0001268
Montana,30,2017,2017,119,1050493,11.32801456,11.66819607,0.000127875
Montana,30,2018,2018,125,1062305,11.76686545,12.16687933,0.000134322
Montana,30,2019,2019,143,1068778,13.37976643,14.11428002,0.000153665
Montana,30,2020,2020,162,1080577,14.99199039,15.57369865,0.000174082
Nebraska,31,1999,1999,39,1704764,2.287706685,2.338581848,4.19085E-05
Nebraska,31,2000,2000,46,1711263,2.688073078,2.751453862,4.94306E-05
Nebraska,31,2001,2001,66,1719836,3.837575211,3.947214065,7.09221E-05
Nebraska,31,2002,2002,66,1728292,3.818799138,3.942648104,7.09221E-05
Nebraska,31,2003,2003,55,1738643,3.163386618,3.219774155,5.91018E-05
Nebraska,31,2004,2004,59,1749370,3.372642723,3.556550774,6.34001E-05
Nebraska,31,2005,2005,86,1761497,4.882210983,5.022983596,9.24137E-05
Nebraska,31,2006,2006,91,1772693,5.13343258,5.375967501,9.77866E-05
Nebraska,31,2007,2007,80,1783440,4.485713004,4.77065337,8.59662E-05
Nebraska,31,2008,2008,94,1796378,5.232751681,5.460759892,0.00010101
Nebraska,31,2009,2009,106,1812683,5.847685447,5.908559856,0.000113905
Nebraska,31,2010,2010,117,1826341,6.406251626,6.674022886,0.000125726
Nebraska,31,2011,2011,128,1842641,6.946551173,7.071106822,0.000137546
Nebraska,31,2012,2012,146,1855525,7.868393042,7.90991001,0.000156888
Nebraska,31,2013,2013,117,1868516,6.261653633,6.470966804,0.000125726
Nebraska,31,2014,2014,125,1881503,6.643624804,7.185342968,0.000134322
Nebraska,31,2015,2015,126,1896190,6.644903728,6.94547692,0.000135397
Nebraska,31,2016,2016,120,1907116,6.292223441,6.443551185,0.000128949
Nebraska,31,2017,2017,152,1920076,7.916353311,8.122104125,0.000163336
Nebraska,31,2018,2018,138,1929268,7.152972008,7.394492204,0.000148292
Nebraska,31,2019,2019,161,1934408,8.322959789,8.697294216,0.000173007
Nebraska,31,2020,2020,214,1937552,11.04486486,11.29609508,0.00022996
Nevada,32,1999,1999,227,1934718,11.73297607,11.54252217,0.000243929
Nevada,32,2000,2000,273,1998257,13.66190635,13.68312018,0.00029336
Nevada,32,2001,2001,259,2098399,12.34274321,12.1742478,0.000278316
Nevada,32,2002,2002,322,2173791,14.81283159,14.70122405,0.000346014
Nevada,32,2003,2003,340,2248850,15.11883852,15.10948649,0.000365356
Nevada,32,2004,2004,375,2346222,15.98314226,15.82079266,0.000402967
Nevada,32,2005,2005,455,2432143,18.70778157,18.58081111,0.000488933
Nevada,32,2006,2006,457,2522658,18.11581277,17.80066484,0.000491082
Nevada,32,2007,2007,499,2601072,19.18439782,18.85043439,0.000536214
Nevada,32,2008,2008,519,2653630,19.55811473,19.18456303,0.000557706
Nevada,32,2009,2009,549,2684665,20.4494788,20.02133233,0.000589943
Nevada,32,2010,2010,576,2700551,21.32898064,20.64389509,0.000618957
Nevada,32,2011,2011,638,2723322,23.42727008,22.81203923,0.000685581
Nevada,32,2012,2012,602,2758931,21.82004552,20.96202013,0.000646896
Nevada,32,2013,2013,612,2790136,21.93441467,21.05008562,0.000657642
Nevada,32,2014,2014,543,2839099,19.12578603,18.33080707,0.000583496
Nevada,32,2015,2015,617,2890845,21.34324047,20.29026902,0.000663015
Nevada,32,2016,2016,664,2940058,22.58458847,21.6267026,0.00071352
Nevada,32,2017,2017,675,2998039,22.51471712,21.5340524,0.00072534
Nevada,32,2018,2018,688,3034392,22.67340541,21.17938626,0.00073931
Nevada,32,2019,2019,645,3080156,20.94049782,20.02800651,0.000693103
Nevada,32,2020,2020,831,3138259,26.47965002,25.93848161,0.000892974
New Hampshire,33,1999,1999,54,1222014,4.418934644,4.275276214,5.80272E-05
New Hampshire,33,2000,2000,45,1235786,3.641407169,3.425910106,0.000048356
New Hampshire,33,2001,2001,77,1255517,6.132931693,5.912425491,8.27425E-05
New Hampshire,33,2002,2002,111,1269089,8.746431495,8.665455821,0.000119278
New Hampshire,33,2003,2003,127,1279840,9.923115389,9.529911831,0.000136471
New Hampshire,33,2004,2004,124,1290121,9.611501557,9.55463297,0.000133248
New Hampshire,33,2005,2005,142,1298492,10.93576241,10.65079364,0.00015259
New Hampshire,33,2006,2006,149,1308389,11.3880505,11.23447957,0.000160112
New Hampshire,33,2007,2007,186,1312540,14.17099669,13.811346,0.000199871
New Hampshire,33,2008,2008,126,1315906,9.575152024,9.366620205,0.000135397
New Hampshire,33,2009,2009,168,1316102,12.76496807,12.47778024,0.000180529
New Hampshire,33,2010,2010,160,1316470,12.1537141,11.81369946,0.000171932
New Hampshire,33,2011,2011,209,1318194,15.85502589,15.24321872,0.000224587
New Hampshire,33,2012,2012,173,1320718,13.09893558,13.39329691,0.000185902
New Hampshire,33,2013,2013,203,1323459,15.33859379,15.08642749,0.000218139
New Hampshire,33,2014,2014,334,1326813,25.17310277,26.21252858,0.000358909
New Hampshire,33,2015,2015,421,1330608,31.63967149,34.21177209,0.000452397
New Hampshire,33,2016,2016,480,1334795,35.96057822,38.8796928,0.000515797
New Hampshire,33,2017,2017,467,1342795,34.77820516,36.95594979,0.000501828
New Hampshire,33,2018,2018,452,1356458,33.32207853,35.79493382,0.000485709
New Hampshire,33,2019,2019,407,1359711,29.93283132,32.0262214,0.000437353
New Hampshire,33,2020,2020,392,1366275,28.69114929,30.19993425,0.000421235
New Jersey,34,1999,1999,557,8359592,6.663004606,6.502656082,0.00059854
New Jersey,34,2000,2000,642,8414350,7.629822862,7.526357913,0.000689879
New Jersey,34,2001,2001,702,8492671,8.265950724,8.111769947,0.000754354
New Jersey,34,2002,2002,813,8552643,9.50583346,9.330058069,0.000873632
New Jersey,34,2003,2003,721,8601402,8.382354411,8.288118708,0.000774771
New Jersey,34,2004,2004,590,8634561,6.833005175,6.77482885,0.000634001
New Jersey,34,2005,2005,820,8651974,9.47760592,9.372661322,0.000881154
New Jersey,34,2006,2006,847,8661679,9.778704568,9.664435831,0.000910167
New Jersey,34,2007,2007,726,8677885,8.366093812,8.358306934,0.000780144
New Jersey,34,2008,2008,701,8711090,8.04721338,7.958592738,0.000753279
New Jersey,34,2009,2009,263,8755602,3.003791173,2.996698599,0.000282614
New Jersey,34,2010,2010,867,8791894,9.861356381,9.750576965,0.000931659
